Country Name,Country Code,Year,Region,IncomeGroup,EnrollmentRate,EducationLevel,Gender
Belarus,BLR,1980,Europe & Central Asia,Upper middle income,101.117012023926,Secondary,Female
Bhutan,BTN,2017,South Asia,Lower middle income,92.7517623901367,Secondary,Female
Botswana,BWA,1971,Sub-Saharan Africa,Upper middle income,8.07936000823975,Secondary,Female
Chile,CHL,1979,Latin America & Caribbean,High income,67.0300216674805,Secondary,Female
Costa Rica,CRI,2002,Latin America & Caribbean,Upper middle income,70.1363525390625,Secondary,Female
Cuba,CUB,1983,Latin America & Caribbean,Upper middle income,81.051887512207,Secondary,Female
Czech Republic,CZE,2000,Europe & Central Asia,High income,89.2672805786133,Secondary,Female
Europe & Central Asia (excluding high income),ECA,1992,,,85.37955,Secondary,Female
Europe & Central Asia (excluding high income),ECA,2016,,,98.04952,Secondary,Female
Finland,FIN,1984,Europe & Central Asia,High income,112.057830810547,Secondary,Female
"Gambia, The",GMB,1974,Sub-Saharan Africa,Low income,4.78623008728027,Secondary,Female
Heavily indebted poor countries (HIPC),HPC,1983,,,13.58937,Secondary,Female
IDA only,IDX,2000,,,26.71445,Secondary,Female
India,IND,1999,South Asia,Lower middle income,35.5474090576172,Secondary,Female
India,IND,1988,South Asia,Lower middle income,26.1861991882324,Secondary,Female
India,IND,2010,South Asia,Lower middle income,61.1048011779785,Secondary,Female
Jordan,JOR,1994,Middle East & North Africa,Upper middle income,82.0443725585938,Secondary,Female
Kyrgyz Republic,KGZ,2009,Europe & Central Asia,Lower middle income,88.9843215942383,Secondary,Female
"Korea, Rep.",KOR,1993,East Asia & Pacific,High income,93.0021209716797,Secondary,Female
Kuwait,KWT,1982,Middle East & North Africa,High income,77.6665802001953,Secondary,Female
Lower middle income,LMC,1996,,,37.61264,Secondary,Female
Lesotho,LSO,2008,Sub-Saharan Africa,Lower middle income,53.2560501098633,Secondary,Female
Luxembourg,LUX,2017,Europe & Central Asia,High income,104.780006408691,Secondary,Female
Latvia,LVA,1997,Europe & Central Asia,High income,88.4917221069336,Secondary,Female
Maldives,MDV,2000,South Asia,Upper middle income,53.2309112548828,Secondary,Female
Mexico,MEX,1982,Latin America & Caribbean,Upper middle income,49.9337997436523,Secondary,Female
Middle income,MIC,1998,,,52.57105,Secondary,Female
Mali,MLI,2018,Sub-Saharan Africa,Low income,36.9953689575195,Secondary,Female
New Zealand,NZL,2014,East Asia & Pacific,High income,119.092361450195,Secondary,Female
Other small states,OSS,2001,,,54.4635,Secondary,Female
Sub-Saharan Africa (excluding high income),SSA,2017,,,40.40809,Secondary,Female
Suriname,SUR,2002,Latin America & Caribbean,Upper middle income,88.0585632324219,Secondary,Female
Tajikistan,TJK,2005,Europe & Central Asia,Lower middle income,73.0451583862305,Secondary,Female
Uganda,UGA,1977,Sub-Saharan Africa,Low income,2.56393003463745,Secondary,Female
Uganda,UGA,1981,Sub-Saharan Africa,Low income,3.35587000846863,Secondary,Female
"Venezuela, RB",VEN,1973,Latin America & Caribbean,,38.9323997497559,Secondary,Female
British Virgin Islands,VGB,1991,Latin America & Caribbean,High income,100.168067932129,Secondary,Female
Samoa,WSM,2012,East Asia & Pacific,Lower middle income,93.2318801879883,Secondary,Female
Argentina,ARG,1975,Latin America & Caribbean,Upper middle income,56.7114295959473,Secondary,Female
Belgium,BEL,1988,Europe & Central Asia,High income,101.203681945801,Secondary,Female
Belgium,BEL,1990,Europe & Central Asia,High income,102.197723388672,Secondary,Female
"Bahamas, The",BHS,1995,Latin America & Caribbean,High income,86.8042602539063,Secondary,Female
Canada,CAN,1971,North America,High income,95.7921981811523,Secondary,Female
Cameroon,CMR,1974,Sub-Saharan Africa,Lower middle income,6.99406003952026,Secondary,Female
East Asia & Pacific,EAS,1972,,,38.03076,Secondary,Female
"Egypt, Arab Rep.",EGY,1986,Middle East & North Africa,Lower middle income,48.5298385620117,Secondary,Female
Spain,ESP,1975,Europe & Central Asia,High income,64.3689880371094,Secondary,Female
European Union,EUU,1971,,,75.67339,Secondary,Female
France,FRA,1982,Europe & Central Asia,High income,88.0737380981445,Secondary,Female
Ghana,GHA,2007,Sub-Saharan Africa,Lower middle income,42.3754005432129,Secondary,Female
Guinea,GIN,1999,Sub-Saharan Africa,Low income,7.21851015090942,Secondary,Female
"Iran, Islamic Rep.",IRN,2001,Middle East & North Africa,Lower middle income,74.0755996704102,Secondary,Female
Italy,ITA,1979,Europe & Central Asia,High income,70.2767562866211,Secondary,Female
Italy,ITA,2015,Europe & Central Asia,High income,102.103851318359,Secondary,Female
Sri Lanka,LKA,1990,South Asia,Lower middle income,86.1794509887695,Secondary,Female
Lower middle income,LMC,1995,,,37.18468,Secondary,Female
Madagascar,MDG,1990,Sub-Saharan Africa,Low income,18.0439491271973,Secondary,Female
Middle income,MIC,1973,,,31.99158,Secondary,Female
North Macedonia,MKD,2002,Europe & Central Asia,Upper middle income,79.6776733398438,Secondary,Female
Mali,MLI,1978,Sub-Saharan Africa,Low income,4.62009000778198,Secondary,Female
Middle East & North Africa (excluding high income),MNA,1974,,,21.13638,Secondary,Female
Niger,NER,2002,Sub-Saharan Africa,Low income,4.94572019577026,Secondary,Female
Nepal,NPL,1987,South Asia,Lower middle income,15.2149000167847,Secondary,Female
Nepal,NPL,1993,South Asia,Lower middle income,26.2256603240967,Secondary,Female
Pre-demographic dividend,PRE,1978,,,9.76568,Secondary,Female
Pre-demographic dividend,PRE,1989,,,16.28397,Secondary,Female
Pre-demographic dividend,PRE,2007,,,25.57614,Secondary,Female
South Asia,SAS,1981,,,17.93807,Secondary,Female
South Asia,SAS,2001,,,37.25707,Secondary,Female
San Marino,SMR,1989,Europe & Central Asia,High income,51.245548248291,Secondary,Female
Sub-Saharan Africa,SSF,1980,,,14.55051,Secondary,Female
Sweden,SWE,1974,Europe & Central Asia,High income,82.4903564453125,Secondary,Female
Chad,TCD,2005,Sub-Saharan Africa,Low income,8.02972984313965,Secondary,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,1974,,,39.36252,Secondary,Female
Tunisia,TUN,2005,Middle East & North Africa,Lower middle income,88.9446411132813,Secondary,Female
Tanzania,TZA,1996,Sub-Saharan Africa,Lower middle income,4.87347984313965,Secondary,Female
Upper middle income,UMC,2016,,,90.61548,Secondary,Female
St. Vincent and the Grenadines,VCT,2010,Latin America & Caribbean,Upper middle income,110.655578613281,Secondary,Female
St. Vincent and the Grenadines,VCT,2015,Latin America & Caribbean,Upper middle income,107.740272521973,Secondary,Female
"Venezuela, RB",VEN,2002,Latin America & Caribbean,,73.6179122924805,Secondary,Female
Samoa,WSM,2014,East Asia & Pacific,Lower middle income,99.6281127929688,Secondary,Female
Zimbabwe,ZWE,1981,Sub-Saharan Africa,Lower middle income,12.0685300827026,Secondary,Female
United Arab Emirates,ARE,1981,Middle East & North Africa,High income,49.6939506530762,Secondary,Female
Benin,BEN,2014,Sub-Saharan Africa,Lower middle income,45.8065910339355,Secondary,Female
Bulgaria,BGR,1981,Europe & Central Asia,Upper middle income,89.7587432861328,Secondary,Female
Barbados,BRB,1999,Latin America & Caribbean,High income,109.819297790527,Secondary,Female
Canada,CAN,2000,North America,High income,102.932777404785,Secondary,Female
Cameroon,CMR,1971,Sub-Saharan Africa,Lower middle income,4.68902015686035,Secondary,Female
Cameroon,CMR,1984,Sub-Saharan Africa,Lower middle income,15.4610500335693,Secondary,Female
East Asia & Pacific,EAS,2005,,,67.77489,Secondary,Female
Europe & Central Asia,ECS,2005,,,94.30884,Secondary,Female
"Egypt, Arab Rep.",EGY,1979,Middle East & North Africa,Lower middle income,35.8857192993164,Secondary,Female
Finland,FIN,1995,Europe & Central Asia,High income,123.693656921387,Secondary,Female
Fiji,FJI,1977,East Asia & Pacific,Upper middle income,73.5432891845703,Secondary,Female
Georgia,GEO,2005,Europe & Central Asia,Upper middle income,96.2598266601563,Secondary,Female
Greece,GRC,1982,Europe & Central Asia,High income,80.9989166259766,Secondary,Female
Greece,GRC,2007,Europe & Central Asia,High income,94.7757797241211,Secondary,Female
Guatemala,GTM,1974,Latin America & Caribbean,Upper middle income,9.84418964385986,Secondary,Female
Hungary,HUN,2013,Europe & Central Asia,High income,105.008460998535,Secondary,Female
Hungary,HUN,2017,Europe & Central Asia,High income,103.567237854004,Secondary,Female
IBRD only,IBD,2009,,,74.87988,Secondary,Female
Jordan,JOR,2002,Middle East & North Africa,Upper middle income,86.5586929321289,Secondary,Female
Mauritius,MUS,2014,Sub-Saharan Africa,Upper middle income,100.828300476074,Secondary,Female
Malaysia,MYS,2004,East Asia & Pacific,Upper middle income,89.2517623901367,Secondary,Female
Niger,NER,1993,Sub-Saharan Africa,Low income,4.00576019287109,Secondary,Female
Nicaragua,NIC,1986,Latin America & Caribbean,Lower middle income,40.2658081054688,Secondary,Female
New Zealand,NZL,2011,East Asia & Pacific,High income,121.851448059082,Secondary,Female
Oman,OMN,1977,Middle East & North Africa,High income,0.842700004577637,Secondary,Female
Other small states,OSS,2002,,,55.99868,Secondary,Female
Peru,PER,2018,Latin America & Caribbean,Upper middle income,103.639091491699,Secondary,Female
El Salvador,SLV,2014,Latin America & Caribbean,Lower middle income,77.1379089355469,Secondary,Female
Somalia,SOM,1976,Sub-Saharan Africa,Low income,2.94872999191284,Secondary,Female
Small states,SST,2011,,,72.12692,Secondary,Female
Sao Tome and Principe,STP,2003,Sub-Saharan Africa,Lower middle income,38.5255508422852,Secondary,Female
Suriname,SUR,1974,Latin America & Caribbean,Upper middle income,48.2861404418945,Secondary,Female
Thailand,THA,1973,East Asia & Pacific,Upper middle income,17.5159797668457,Secondary,Female
Thailand,THA,1990,East Asia & Pacific,Upper middle income,29.1069507598877,Secondary,Female
South Asia (IDA & IBRD),TSA,1970,,,13.4404,Secondary,Female
World,WLD,1989,,,46.50599,Secondary,Female
Samoa,WSM,2000,East Asia & Pacific,Lower middle income,83.8967437744141,Secondary,Female
Armenia,ARM,2000,Europe & Central Asia,Upper middle income,96.5084915161133,Secondary,Female
Benin,BEN,2001,Sub-Saharan Africa,Lower middle income,15.1525001525879,Secondary,Female
Central African Republic,CAF,1991,Sub-Saharan Africa,Low income,6.97361993789673,Secondary,Female
Canada,CAN,1987,North America,High income,99.1161880493164,Secondary,Female
Caribbean small states,CSS,2003,,,88.38587,Secondary,Female
Cuba,CUB,1994,Latin America & Caribbean,Upper middle income,82.7807312011719,Secondary,Female
Dominica,DMA,2011,Latin America & Caribbean,Upper middle income,92.3271484375,Secondary,Female
Europe & Central Asia,ECS,1986,,,89.95683,Secondary,Female
"Gambia, The",GMB,1989,Sub-Saharan Africa,Low income,9.43819999694824,Secondary,Female
"Hong Kong SAR, China",HKG,2005,East Asia & Pacific,High income,82.7248992919922,Secondary,Female
Hungary,HUN,1987,Europe & Central Asia,High income,89.4250335693359,Secondary,Female
Hungary,HUN,2002,Europe & Central Asia,High income,100.434623718262,Secondary,Female
IBRD only,IBD,2017,,,83.58965,Secondary,Female
IDA blend,IDB,2002,,,29.45996,Secondary,Female
Iraq,IRQ,1974,Middle East & North Africa,Upper middle income,17.9713706970215,Secondary,Female
Italy,ITA,1975,Europe & Central Asia,High income,63.0638809204102,Secondary,Female
Kiribati,KIR,2002,East Asia & Pacific,Lower middle income,88.7453002929688,Secondary,Female
Lao PDR,LAO,1993,East Asia & Pacific,Lower middle income,16.9936408996582,Secondary,Female
Low & middle income,LMY,1994,,,44.64835,Secondary,Female
Late-demographic dividend,LTE,1985,,,39.35208,Secondary,Female
"Macao SAR, China",MAC,2012,East Asia & Pacific,High income,90.8650283813477,Secondary,Female
Madagascar,MDG,2015,Sub-Saharan Africa,Low income,38.2990303039551,Secondary,Female
Middle East & North Africa,MEA,1970,,,17.8111,Secondary,Female
North America,NAC,1989,,,93.88177,Secondary,Female
Oman,OMN,1990,Middle East & North Africa,High income,35.1926383972168,Secondary,Female
Poland,POL,2014,Europe & Central Asia,High income,104.781631469727,Secondary,Female
Portugal,PRT,2003,Europe & Central Asia,High income,111.23902130127,Secondary,Female
Post-demographic dividend,PST,2016,,,105.7706,Secondary,Female
Romania,ROU,2005,Europe & Central Asia,Upper middle income,83.2716827392578,Secondary,Female
South Asia,SAS,1972,,,13.90076,Secondary,Female
Sudan,SDN,2008,Sub-Saharan Africa,Low income,36.2404594421387,Secondary,Female
El Salvador,SLV,2018,Latin America & Caribbean,Lower middle income,71.4232635498047,Secondary,Female
San Marino,SMR,2019,Europe & Central Asia,High income,66.2348937988281,Secondary,Female
Sub-Saharan Africa (excluding high income),SSA,2016,,,40.16998,Secondary,Female
South Asia (IDA & IBRD),TSA,1983,,,21.3866,Secondary,Female
South Asia (IDA & IBRD),TSA,2003,,,42.3694,Secondary,Female
Sub-Saharan Africa (IDA & IBRD countries),TSS,1972,,,10.99587,Secondary,Female
Tunisia,TUN,2002,Middle East & North Africa,Lower middle income,79.2473602294922,Secondary,Female
St. Vincent and the Grenadines,VCT,1982,Latin America & Caribbean,Upper middle income,50.5763092041016,Secondary,Female
St. Vincent and the Grenadines,VCT,2007,Latin America & Caribbean,Upper middle income,111.000190734863,Secondary,Female
Vietnam,VNM,1976,East Asia & Pacific,Lower middle income,36.7108917236328,Secondary,Female
World,WLD,2000,,,57.36025,Secondary,Female
Benin,BEN,2004,Sub-Saharan Africa,Lower middle income,18.448070526123,Secondary,Female
Bangladesh,BGD,2006,South Asia,Lower middle income,48.8530082702637,Secondary,Female
Barbados,BRB,2016,Latin America & Caribbean,High income,109.110473632813,Secondary,Female
Bhutan,BTN,2014,South Asia,Lower middle income,85.8575286865234,Secondary,Female
Cameroon,CMR,1979,Sub-Saharan Africa,Lower middle income,11.6245002746582,Secondary,Female
Cayman Islands,CYM,2018,Latin America & Caribbean,High income,77.6179809570313,Secondary,Female
Germany,DEU,1993,Europe & Central Asia,High income,103.313102722168,Secondary,Female
East Asia & Pacific (excluding high income),EAP,2011,,,82.80149,Secondary,Female
Early-demographic dividend,EAR,2013,,,69.65435,Secondary,Female
"Egypt, Arab Rep.",EGY,1995,Middle East & North Africa,Lower middle income,67.935417175293,Secondary,Female
"Egypt, Arab Rep.",EGY,2011,Middle East & North Africa,Lower middle income,77.1570892333984,Secondary,Female
Fragile and conflict affected situations,FCS,2015,,,43.17549,Secondary,Female
"Gambia, The",GMB,1983,Sub-Saharan Africa,Low income,9.47647953033447,Secondary,Female
"Hong Kong SAR, China",HKG,2019,East Asia & Pacific,High income,106.443359375,Secondary,Female
IBRD only,IBD,2013,,,81.88161,Secondary,Female
IDA blend,IDB,1998,,,28.00204,Secondary,Female
IDA blend,IDB,2019,,,46.09329,Secondary,Female
Ireland,IRL,1974,Europe & Central Asia,High income,87.4346237182617,Secondary,Female
Ireland,IRL,1975,Europe & Central Asia,High income,91.2791900634766,Secondary,Female
Italy,ITA,1985,Europe & Central Asia,High income,73.3825912475586,Secondary,Female
St. Kitts and Nevis,KNA,2011,Latin America & Caribbean,High income,104.741172790527,Secondary,Female
Latin America & Caribbean (excluding high income),LAC,2019,,,100.1606,Secondary,Female
Middle East & North Africa (excluding high income),MNA,1973,,,19.70356,Secondary,Female
Mauritius,MUS,2009,Sub-Saharan Africa,Upper middle income,90.6887512207031,Secondary,Female
North America,NAC,2008,,,95.43962,Secondary,Female
Nicaragua,NIC,1983,Latin America & Caribbean,Lower middle income,42.9148101806641,Secondary,Female
Nepal,NPL,1989,South Asia,Lower middle income,18.0938396453857,Secondary,Female
Post-demographic dividend,PST,2002,,,101.4275,Secondary,Female
Rwanda,RWA,2008,Sub-Saharan Africa,Low income,20.7497406005859,Secondary,Female
Senegal,SEN,2011,Sub-Saharan Africa,Lower middle income,39.6413383483887,Secondary,Female
El Salvador,SLV,1976,Latin America & Caribbean,Lower middle income,29.9132709503174,Secondary,Female
El Salvador,SLV,1980,Latin America & Caribbean,Lower middle income,32.0066604614258,Secondary,Female
El Salvador,SLV,1991,Latin America & Caribbean,Lower middle income,41.449089050293,Secondary,Female
Sub-Saharan Africa,SSF,1971,,,10.7232,Secondary,Female
Sweden,SWE,2009,Europe & Central Asia,High income,99.0862579345703,Secondary,Female
Chad,TCD,1985,Sub-Saharan Africa,Low income,1.90392994880676,Secondary,Female
Timor-Leste,TLS,2015,East Asia & Pacific,Lower middle income,74.3750762939453,Secondary,Female
Middle East & North Africa (IDA & IBRD countries),TMN,1995,,,54.59699,Secondary,Female
South Asia (IDA & IBRD),TSA,1980,,,17.25137,Secondary,Female
South Asia (IDA & IBRD),TSA,1997,,,35.29865,Secondary,Female
Zimbabwe,ZWE,1973,Sub-Saharan Africa,Lower middle income,6.49363994598389,Secondary,Female
Albania,ALB,1994,Europe & Central Asia,Upper middle income,69.4953079223633,Secondary,Female
Benin,BEN,1971,Sub-Saharan Africa,Lower middle income,2.57604002952576,Secondary,Female
Brazil,BRA,2011,Latin America & Caribbean,Upper middle income,99.8542404174805,Secondary,Female
Costa Rica,CRI,1982,Latin America & Caribbean,Upper middle income,48.7296295166016,Secondary,Female
Czech Republic,CZE,1984,Europe & Central Asia,High income,98.7001190185547,Secondary,Female
Dominican Republic,DOM,2009,Latin America & Caribbean,Upper middle income,85.9234313964844,Secondary,Female
Europe & Central Asia,ECS,1989,,,90.58088,Secondary,Female
Euro area,EMU,2010,,,107.7536,Secondary,Female
Spain,ESP,2016,Europe & Central Asia,High income,126.414848327637,Secondary,Female
Estonia,EST,2017,Europe & Central Asia,High income,118.866661071777,Secondary,Female
Hungary,HUN,1986,Europe & Central Asia,High income,88.8174819946289,Secondary,Female
IBRD only,IBD,1979,,,42.85782,Secondary,Female
IBRD only,IBD,2011,,,78.75157,Secondary,Female
IDA total,IDA,2009,,,37.68315,Secondary,Female
Ireland,IRL,2016,Europe & Central Asia,High income,118.613380432129,Secondary,Female
Liechtenstein,LIE,2006,Europe & Central Asia,High income,99.6570587158203,Secondary,Female
Lower middle income,LMC,1982,,,25.01762,Secondary,Female
Lithuania,LTU,2017,Europe & Central Asia,High income,106.040870666504,Secondary,Female
Luxembourg,LUX,2004,Europe & Central Asia,High income,97.8264465332031,Secondary,Female
Morocco,MAR,1995,Middle East & North Africa,Lower middle income,32.4295692443848,Secondary,Female
North Macedonia,MKD,2013,Europe & Central Asia,Upper middle income,79.763069152832,Secondary,Female
Malta,MLT,2012,Middle East & North Africa,High income,95.0576782226563,Secondary,Female
Myanmar,MMR,2004,East Asia & Pacific,Lower middle income,41.4616508483887,Secondary,Female
Myanmar,MMR,2005,East Asia & Pacific,Lower middle income,43.535041809082,Secondary,Female
Mozambique,MOZ,2002,Sub-Saharan Africa,Low income,6.78504991531372,Secondary,Female
Malaysia,MYS,2013,East Asia & Pacific,Upper middle income,84.4300231933594,Secondary,Female
Netherlands,NLD,2001,Europe & Central Asia,High income,120.797218322754,Secondary,Female
Norway,NOR,1982,Europe & Central Asia,High income,97.4700088500977,Secondary,Female
Nepal,NPL,2017,South Asia,Lower middle income,76.7766189575195,Secondary,Female
Other small states,OSS,1996,,,50.5329,Secondary,Female
Small states,SST,1980,,,50.71736,Secondary,Female
Syrian Arab Republic,SYR,1981,Middle East & North Africa,Low income,34.982780456543,Secondary,Female
Togo,TGO,1978,Sub-Saharan Africa,Low income,11.5921602249146,Secondary,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,1986,,,78.23417,Secondary,Female
South Asia (IDA & IBRD),TSA,1985,,,22.35805,Secondary,Female
Albania,ALB,2008,Europe & Central Asia,Upper middle income,84.0772018432617,Secondary,Female
Argentina,ARG,1987,Latin America & Caribbean,Upper middle income,71.8103408813477,Secondary,Female
Burundi,BDI,1984,Sub-Saharan Africa,Low income,2.09369993209839,Secondary,Female
Belgium,BEL,1995,Europe & Central Asia,High income,152.478134155273,Secondary,Female
Brunei Darussalam,BRN,2003,East Asia & Pacific,High income,87.8037872314453,Secondary,Female
China,CHN,1995,East Asia & Pacific,Upper middle income,46.2468681335449,Secondary,Female
"Congo, Dem. Rep.",COD,1988,Sub-Saharan Africa,Low income,16.2741298675537,Secondary,Female
Costa Rica,CRI,1985,Latin America & Caribbean,Upper middle income,42.8056907653809,Secondary,Female
Caribbean small states,CSS,1983,,,68.10653,Secondary,Female
Cyprus,CYP,1978,Europe & Central Asia,High income,66.1176071166992,Secondary,Female
Algeria,DZA,2000,Middle East & North Africa,Lower middle income,66.6558303833008,Secondary,Female
East Asia & Pacific,EAS,1991,,,41.45854,Secondary,Female
East Asia & Pacific,EAS,1993,,,46.06599,Secondary,Female
United Kingdom,GBR,1978,Europe & Central Asia,High income,82.4581298828125,Secondary,Female
Georgia,GEO,1992,Europe & Central Asia,Upper middle income,87.1920013427734,Secondary,Female
Grenada,GRD,2014,Latin America & Caribbean,Upper middle income,110.983871459961,Secondary,Female
High income,HIC,1985,,,90.1325,Secondary,Female
Croatia,HRV,1999,Europe & Central Asia,High income,86.2595596313477,Secondary,Female
IDA & IBRD total,IBT,1974,,,31.73144,Secondary,Female
Jordan,JOR,2012,Middle East & North Africa,Upper middle income,75.2171173095703,Secondary,Female
Kazakhstan,KAZ,2006,Europe & Central Asia,Upper middle income,99.7172164916992,Secondary,Female
Low income,LIC,1972,,,16.23989,Secondary,Female
Morocco,MAR,1975,Middle East & North Africa,Lower middle income,8.68861961364746,Secondary,Female
Middle East & North Africa,MEA,2019,,,79.77223,Secondary,Female
Mexico,MEX,2009,Latin America & Caribbean,Upper middle income,89.3971099853516,Secondary,Female
Mali,MLI,2004,Sub-Saharan Africa,Low income,17.8418502807617,Secondary,Female
Myanmar,MMR,2000,East Asia & Pacific,Lower middle income,37.6211090087891,Secondary,Female
Mozambique,MOZ,2001,Sub-Saharan Africa,Low income,5.36408996582031,Secondary,Female
Mauritania,MRT,2014,Sub-Saharan Africa,Lower middle income,29.3367195129395,Secondary,Female
Nigeria,NGA,1977,Sub-Saharan Africa,Lower middle income,4.96892023086548,Secondary,Female
Pakistan,PAK,2006,South Asia,Lower middle income,26.8919506072998,Secondary,Female
West Bank and Gaza,PSE,2009,Middle East & North Africa,Lower middle income,90.4803466796875,Secondary,Female
Post-demographic dividend,PST,1999,,,100.5958,Secondary,Female
Post-demographic dividend,PST,2001,,,101.6643,Secondary,Female
Qatar,QAT,2006,Middle East & North Africa,High income,94.519287109375,Secondary,Female
Romania,ROU,2017,Europe & Central Asia,Upper middle income,91.4331665039063,Secondary,Female
Rwanda,RWA,2017,Sub-Saharan Africa,Low income,41.1149482727051,Secondary,Female
Serbia,SRB,2015,Europe & Central Asia,Upper middle income,97.3809509277344,Secondary,Female
Sub-Saharan Africa (excluding high income),SSA,1971,,,10.66049,Secondary,Female
Europe & Central Asia (IDA & IBRD countries),TEC,2019,,,99.19978,Secondary,Female
Tajikistan,TJK,2001,Europe & Central Asia,Lower middle income,67.8307266235352,Secondary,Female
Turkey,TUR,2013,Europe & Central Asia,Upper middle income,98.8426513671875,Secondary,Female
Ukraine,UKR,2012,Europe & Central Asia,Lower middle income,95.3786087036133,Secondary,Female
World,WLD,1986,,,44.90839,Secondary,Female
Angola,AGO,1983,Sub-Saharan Africa,Lower middle income,5.76631021499634,Secondary,Female
Argentina,ARG,2006,Latin America & Caribbean,Upper middle income,96.384147644043,Secondary,Female
Switzerland,CHE,1978,Europe & Central Asia,High income,85.893440246582,Secondary,Female
Cameroon,CMR,2011,Sub-Saharan Africa,Lower middle income,44.2270317077637,Secondary,Female
Cameroon,CMR,2015,Sub-Saharan Africa,Lower middle income,54.3952407836914,Secondary,Female
Cabo Verde,CPV,1988,Sub-Saharan Africa,Lower middle income,16.6946392059326,Secondary,Female
Cuba,CUB,1974,Latin America & Caribbean,Upper middle income,28.8974704742432,Secondary,Female
Cyprus,CYP,1983,Europe & Central Asia,High income,71.5715179443359,Secondary,Female
Cyprus,CYP,1988,Europe & Central Asia,High income,63.9943618774414,Secondary,Female
Czech Republic,CZE,1979,Europe & Central Asia,High income,97.0342102050781,Secondary,Female
Czech Republic,CZE,1989,Europe & Central Asia,High income,89.9773635864258,Secondary,Female
Europe & Central Asia (excluding high income),ECA,2011,,,89.47097,Secondary,Female
Europe & Central Asia,ECS,1971,,,80.27526,Secondary,Female
Finland,FIN,1998,Europe & Central Asia,High income,123.114967346191,Secondary,Female
Grenada,GRD,1991,Latin America & Caribbean,Upper middle income,107.392921447754,Secondary,Female
Hungary,HUN,1974,Europe & Central Asia,High income,69.166633605957,Secondary,Female
Ireland,IRL,1980,Europe & Central Asia,High income,98.037956237793,Secondary,Female
Kiribati,KIR,2007,East Asia & Pacific,Lower middle income,95.4431228637695,Secondary,Female
"Korea, Rep.",KOR,2012,East Asia & Pacific,High income,97.4740829467773,Secondary,Female
Least developed countries: UN classification,LDC,1980,,,10.43045,Secondary,Female
Mexico,MEX,2010,Latin America & Caribbean,Upper middle income,90.3881378173828,Secondary,Female
Mauritania,MRT,1993,Sub-Saharan Africa,Lower middle income,9.54213047027588,Secondary,Female
Nigeria,NGA,2015,Sub-Saharan Africa,Lower middle income,44.6719818115234,Secondary,Female
New Zealand,NZL,1974,East Asia & Pacific,High income,79.42333984375,Secondary,Female
Peru,PER,2012,Latin America & Caribbean,Upper middle income,91.9220275878906,Secondary,Female
South Asia,SAS,1980,,,17.25137,Secondary,Female
South Asia,SAS,1985,,,22.35805,Secondary,Female
Sierra Leone,SLE,1976,Sub-Saharan Africa,Low income,7.39475011825562,Secondary,Female
Slovenia,SVN,2011,Europe & Central Asia,High income,98.4224624633789,Secondary,Female
Sweden,SWE,1975,Europe & Central Asia,High income,82.5471420288086,Secondary,Female
Middle East & North Africa (IDA & IBRD countries),TMN,2003,,,66.95808,Secondary,Female
Turkey,TUR,1994,Europe & Central Asia,Upper middle income,47.105899810791,Secondary,Female
United States,USA,2013,North America,High income,96.3090591430664,Secondary,Female
World,WLD,2005,,,62.31661,Secondary,Female
South Africa,ZAF,1990,Sub-Saharan Africa,Upper middle income,74.4284973144531,Secondary,Female
Australia,AUS,1993,East Asia & Pacific,High income,134.676025390625,Secondary,Female
Brunei Darussalam,BRN,1999,East Asia & Pacific,High income,86.6108169555664,Secondary,Female
Central Europe and the Baltics,CEB,1995,,,88.4184,Secondary,Female
Cameroon,CMR,1988,Sub-Saharan Africa,Lower middle income,20.1602993011475,Secondary,Female
Caribbean small states,CSS,1972,,,56.18895,Secondary,Female
Czech Republic,CZE,2014,Europe & Central Asia,High income,104.94596862793,Secondary,Female
Algeria,DZA,1986,Middle East & North Africa,Lower middle income,42.1730003356934,Secondary,Female
Europe & Central Asia,ECS,2010,,,96.69872,Secondary,Female
Ecuador,ECU,1972,Latin America & Caribbean,Upper middle income,25.43092918396,Secondary,Female
Ecuador,ECU,2015,Latin America & Caribbean,Upper middle income,106.178703308105,Secondary,Female
"Egypt, Arab Rep.",EGY,1975,Middle East & North Africa,Lower middle income,26.876859664917,Secondary,Female
"Egypt, Arab Rep.",EGY,1985,Middle East & North Africa,Lower middle income,45.6795196533203,Secondary,Female
Ethiopia,ETH,2004,Sub-Saharan Africa,Low income,16.2230892181396,Secondary,Female
Fragile and conflict affected situations,FCS,1989,,,23.861,Secondary,Female
France,FRA,2009,Europe & Central Asia,High income,106.454376220703,Secondary,Female
Gabon,GAB,1973,Sub-Saharan Africa,Upper middle income,12.2515602111816,Secondary,Female
United Kingdom,GBR,1994,Europe & Central Asia,High income,102.193206787109,Secondary,Female
Guatemala,GTM,2011,Latin America & Caribbean,Upper middle income,50.9861488342285,Secondary,Female
"Hong Kong SAR, China",HKG,1977,East Asia & Pacific,High income,49.0359802246094,Secondary,Female
India,IND,2015,South Asia,Lower middle income,74.6852874755859,Secondary,Female
Iraq,IRQ,1975,Middle East & North Africa,Upper middle income,20.2579593658447,Secondary,Female
Iraq,IRQ,2003,Middle East & North Africa,Upper middle income,35.2408218383789,Secondary,Female
